food_id,food_name,restaurant,min_value,max_value,mean_value
0,Arby's Melt,arbys,330,330,330.0
1,Arby-Q Sandwich,arbys,400,400,400.0
2,Arbynator,arbys,560,810,685.0
3,Bacon 'n Brisket Beef 'n Cheddar,arbys,760,760,760.0
4,Bacon Beef 'n Cheddar,arbys,520,520,520.0
5,Beef 'n Cheddar Classic,arbys,450,450,450.0
6,Beef 'n Cheddar Mid,arbys,560,560,560.0
7,Beer Braised Beef Sandwich,arbys,590,590,590.0
8,Beer Cheese 'N Double Beef,arbys,770,770,770.0
9,Beer Cheese Triple Stack,arbys,710,710,710.0
10,Bourbon BBQ Barrel Stack,arbys,880,880,880.0
11,Bourbon BBQ Brisket Sandwich,arbys,650,650,650.0
12,Bourbon BBQ Turkey Sandwich,arbys,510,510,510.0
13,Brown Sugar Bacon BLT Sandwich,arbys,520,520,520.0
14,Brown Sugar Bacon Half Pound Club Sandwich,arbys,710,710,710.0
15,Brown Sugar Bacon Roast Beef Sandwich,arbys,580,580,580.0
16,Brown Sugar Bacon Turkey Sandwich,arbys,510,510,510.0
17,Buttermilk Buffalo Chicken Sandwich,arbys,500,500,500.0
18,Buttermilk Chicken Bacon & Swiss,arbys,610,610,610.0
19,Buttermilk Chicken Cordon Bleu Sandwich,arbys,660,660,660.0
20,Buttermilk Crispy Chicken Sandwich,arbys,510,510,510.0
21,Chicken Bacon & Swiss – Roast,arbys,480,480,480.0
22,Chicken Cordon Bleu – Roast,arbys,500,500,500.0
23,Classic French Dip & Swiss/Au Jus,arbys,540,540,540.0
24,Classic Roast Beef,arbys,360,360,360.0
25,Cravin' Chicken Sandwich,arbys,380,510,445.0
26,Crispy Fish Sandwich,arbys,570,570,570.0
27,Double Roast Beef,arbys,510,510,510.0
28,Fire-Roasted Philly Steak,arbys,630,630,630.0
29,Fish 'n Cheddar Sandwich,arbys,540,540,540.0
30,Garlic Butter Steak Sandwich,arbys,520,520,520.0
31,Grand Turkey Club,arbys,480,480,480.0
32,Greek Gyro,arbys,710,710,710.0
33,Half Pound Beef 'n Cheddar Sandwich,arbys,740,740,740.0
34,Half Pound French Dip & Swiss,arbys,740,740,740.0
35,Half Pound Roast Beef Sandwich,arbys,610,610,610.0
36,Ham & Swiss Melt,arbys,300,300,300.0
37,KING'S HAWAIIAN Fish Deluxe Sandwich,arbys,690,690,690.0
38,Loaded Italian Sandwich,arbys,680,680,680.0
39,Prime-Cut Chicken Tenders,arbys,240,600,420.0
40,Reuben Sandwich,arbys,680,680,680.0
41,Roast Beef Gyro,arbys,550,550,550.0
42,Roast Chicken Club,arbys,460,460,460.0
43,Roast Turkey & Swiss Sandwich,arbys,710,710,710.0
44,Roast Turkey & Swiss Wrap,arbys,520,520,520.0
45,"Roast Turkey, Ranch & Bacon Sandwich",arbys,800,800,800.0
46,"Roast Turkey, Ranch & Bacon Wrap",arbys,620,620,620.0
47,Smokehouse Brisket,arbys,600,600,600.0
48,Steak & Bacon Melt Sandwich,arbys,640,640,640.0
49,Super Roast Beef,arbys,440,440,440.0
50,Three Cheese Roast Beef Sandwich,arbys,710,710,710.0
51,Turkey Gyro,arbys,470,470,470.0
52,Buffalo Chicken Slider,arbys,290,290,290.0
53,Chicken Tender 'n Cheese Slider,arbys,290,290,290.0
54,Ham 'n Cheese Slider,arbys,210,210,210.0
55,Jalapeno Roast Beef 'n Cheese Slider,arbys,240,240,240.0
56,King's Hawaiian BBQ Chicken Slider,arbys,250,250,250.0
57,King's Hawaiian Ham Slider,arbys,200,200,200.0
58,King's Hawaiian Roast Beef Slider,arbys,210,210,210.0
59,Pizza Slider,arbys,300,300,300.0
60,Roast Beef 'n Cheese Slider,arbys,240,240,240.0
61,Turkey 'n Cheese Slider,arbys,200,200,200.0
62,Barq's Root Beer,arbys,180,450,315.0
63,Brewed Iced Tea,arbys,5,5,5.0
64,CapriSun Fruit Juice,arbys,80,80,80.0
65,Coca-Cola,arbys,160,400,280.0
66,Coca-Cola Zero Sugar,arbys,0,0,0.0
67,Coffee,arbys,0,0,0.0
68,Diet Coke,arbys,0,0,0.0
69,Dr Pepper,arbys,180,180,180.0
70,Dr Pepper,arbys,250,250,250.0
71,Hi-C Flashin' Fruit Punch,arbys,170,420,295.0
72,Mello Yello,arbys,170,440,305.0
73,Minute Maid Light Lemonade,arbys,5,20,12.5
74,Nestle Pure Life Bottled Water,arbys,0,0,0.0
75,Orange Juice,arbys,140,140,140.0
76,Powerade Mountain Berry Blast,arbys,90,240,165.0
77,Shamrock Farms Lowfat Chocolate Milk,arbys,150,150,150.0
78,Shamrock Farms Lowfat White Milk,arbys,90,90,90.0
79,Sprite,arbys,160,400,280.0
80,Bacon & Cheese Croissant,arbys,330,330,330.0
81,Bacon Biscuit,arbys,340,340,340.0
82,"Bacon, Egg & Cheese Biscuit",arbys,480,480,480.0
83,"Bacon, Egg & Cheese Croissant",arbys,440,440,440.0
84,"Bacon, Egg & Cheese Sourdough",arbys,490,490,490.0
85,"Bacon, Egg & Cheese Wrap",arbys,500,500,500.0
86,Chicken Biscuit,arbys,390,390,390.0
87,French Toast Sticks,arbys,350,350,350.0
88,Ham & Swiss Croissant,arbys,340,340,340.0
89,Ham Biscuit,arbys,340,340,340.0
90,"Ham, Egg & Cheese Biscuit",arbys,470,470,470.0
91,"Ham, Egg & Cheese Croissant",arbys,420,420,420.0
92,"Ham, Egg & Cheese Sourdough",arbys,470,470,470.0
93,"Ham, Egg & Cheese Wrap",arbys,440,440,440.0
94,Sausage & Cheese Croissant,arbys,490,490,490.0
95,Sausage Biscuit,arbys,500,500,500.0
96,Sausage Gravy Biscuit,arbys,480,970,725.0
97,"Sausage, Egg & Cheese Biscuit",arbys,640,640,640.0
98,"Sausage, Egg & Cheese Croissant",arbys,590,590,590.0
99,"Sausage, Egg & Cheese Sourdough",arbys,640,640,640.0
100,"Sausage, Egg & Cheese Wrap",arbys,630,630,630.0
101,Chopped Side Salad,arbys,70,70,70.0
102,Crispy Chicken Farmhouse Salad,arbys,430,430,430.0
103,Roast Turkey Farmhouse Salad,arbys,230,230,230.0
104,Arby's Sauce,arbys,15,15,15.0
105,Balsamic Vinaigrette Dressing,arbys,130,130,130.0
106,Bronco Berry Sauce,arbys,90,90,90.0
107,Buffalo Dipping Sauce,arbys,10,10,10.0
108,Buttermilk Ranch Dressing,arbys,210,210,210.0
109,Cheddar Cheese Sauce,arbys,50,50,50.0
110,Cheese Slice,arbys,50,50,50.0
111,Dijon Honey Mustard Dressing,arbys,180,180,180.0
112,Honey Mustard Dipping Sauce,arbys,140,140,140.0
113,Horsey Sauce,arbys,50,50,50.0
114,Ketchup,arbys,10,10,10.0
115,Light Italian Dressing,arbys,20,20,20.0
116,Marinara Sauce,arbys,35,35,35.0
117,Ranch Dipping Sauce,arbys,160,160,160.0
118,Spicy Three Pepper,arbys,25,25,25.0
119,Tangy Barbeque Sauce,arbys,45,45,45.0
120,Andes Mint Chocolate Shake,arbys,340,1130,735.0
121,Apple Turnover,arbys,430,430,430.0
122,Cherry Turnover,arbys,390,390,390.0
123,Chocolate Shake,arbys,320,820,570.0
124,Cinnamuffin,arbys,280,280,280.0
125,Jamocha Shake,arbys,310,820,565.0
126,S'mores Shake,arbys,660,1120,890.0
127,Salted Caramel & Chocolate Cookie,arbys,430,430,430.0
128,Triple Chocolate Cookie,arbys,450,450,450.0
129,Vanilla Shake,arbys,250,690,470.0
130,Curly Fries,arbys,250,650,450.0
131,GoGo SqueeZ Applesauce,arbys,60,60,60.0
132,Homestyle Fries,arbys,240,610,425.0
133,Jalapeno Bites,arbys,350,530,440.0
134,Loaded Curly Fries,arbys,700,700,700.0
135,Mozzarella Sticks,arbys,460,670,565.0
136,Potato Cakes,arbys,250,490,370.0
137,Steakhouse Onion Rings,arbys,420,420,420.0
138,White Cheddar Mac 'n Cheese,arbys,510,510,510.0
139,Baseball Nut Ice Cream,baskin-robbins,160,260,210.0
140,Candy Mashup Ice Cream,baskin-robbins,180,290,235.0
141,Caramel Turtle Truffle Ice Cream,baskin-robbins,120,120,120.0
142,Cherries Jubilee Ice Cream,baskin-robbins,140,230,185.0
143,Chocolate Almond Ice Cream,baskin-robbins,170,280,225.0
144,Chocolate Chip Cookie Dough Ice Cream,baskin-robbins,180,280,230.0
145,Chocolate Chip Ice Cream,baskin-robbins,150,250,200.0
146,Chocolate Ice Cream,baskin-robbins,150,240,195.0
147,Cotton Candy Ice Cream,baskin-robbins,150,230,190.0
148,Daiquiri Ice,baskin-robbins,70,100,85.0
149,Egg Nog Ice Cream,baskin-robbins,150,240,195.0
150,Fat-Free Vanilla Frozen Yogurt,baskin-robbins,80,130,105.0
151,German Chocolate Cake Ice Cream,baskin-robbins,190,300,245.0
152,Gold Medal Ribbon Ice Cream,baskin-robbins,150,240,195.0
153,Icing on the Cake Ice Cream,baskin-robbins,200,320,260.0
154,Jamoca Almond Fudge Ice Cream,baskin-robbins,160,260,210.0
155,Jamoca Ice Cream,baskin-robbins,140,220,180.0
156,Jolly Mint Ice Cream,baskin-robbins,160,250,205.0
157,Key Lime Pie Ice Cream,baskin-robbins,150,230,190.0
158,Lemon Custard Ice Cream,baskin-robbins,150,240,195.0
159,Love Potion #31 Ice Cream,baskin-robbins,150,240,195.0
160,Mango Frozen Yogurt,baskin-robbins,110,180,145.0
161,Mint Chocolate Chip Ice Cream,baskin-robbins,160,250,205.0
162,Nutty Coconut Ice Cream,baskin-robbins,180,290,235.0
163,Old Fashioned Butter Pecan Ice Cream,baskin-robbins,160,260,210.0
164,Orange Sherbet,baskin-robbins,80,130,105.0
165,OREO Cookies 'n Cream Ice Cream,baskin-robbins,160,260,210.0
166,Peanut Butter 'n Chocolate Ice Cream,baskin-robbins,190,300,245.0
167,Peppermint Ice Cream,baskin-robbins,170,270,220.0
168,Pineapple Coconut Ice Cream,baskin-robbins,100,100,100.0
169,Pistachio Almond Ice Cream,baskin-robbins,170,270,220.0
170,Pralines 'n Cream Ice Cream,baskin-robbins,170,270,220.0
171,Pumpkin Pie Ice Cream,baskin-robbins,140,220,180.0
172,Quarterback Crunch Ice Cream,baskin-robbins,180,280,230.0
173,Rainbow Sherbet,baskin-robbins,80,130,105.0
174,Reese's Peanut Butter Cup Ice Cream,baskin-robbins,180,280,230.0
175,Rocky Road Ice Cream,baskin-robbins,170,260,215.0
176,Rum Raisin Ice Cream,baskin-robbins,150,240,195.0
177,Snickers Bar Ice Cream,baskin-robbins,170,270,220.0
178,Strawberry Cheesecake Ice Cream,baskin-robbins,160,250,205.0
179,Vanilla Ice Cream,baskin-robbins,150,240,195.0
180,Very Berry Strawberry Ice Cream,baskin-robbins,130,210,170.0
181,Watermelon Splash Ice,baskin-robbins,70,110,90.0
182,Wild 'n Reckless Sherbet,baskin-robbins,80,130,105.0
183,World Class Chocolate Ice Cream,baskin-robbins,160,260,210.0
184,Barq's Root Beer Float,baskin-robbins,410,820,615.0
185,Cappuccino Blast,baskin-robbins,310,600,455.0
186,Caramel Cappuccino Blast,baskin-robbins,500,1040,770.0
187,Chocolate Chip Cookie Dough Milkshake,baskin-robbins,760,1520,1140.0
188,Chocolate Chip Milkshake,baskin-robbins,690,1370,1030.0
189,Coke Float,baskin-robbins,430,860,645.0
190,Coke Float w/ Soft Serve,baskin-robbins,280,570,425.0
191,Gold Medal Ribbon Milkshake,baskin-robbins,680,1370,1025.0
192,Ice Cream Soda (with Vanilla Ice Cream),baskin-robbins,510,1020,765.0
193,Mango Banana Smoothie,baskin-robbins,450,900,675.0
194,Mint Chocolate Chip Milkshake,baskin-robbins,690,1380,1035.0
195,Mocha Cappuccino Blast,baskin-robbins,390,760,575.0
196,Monster Energy Freeze,baskin-robbins,370,740,555.0
197,Oreo Cookies 'n Cream Cappuccino Blast,baskin-robbins,490,940,715.0
198,Oreo Cookies n' Cream Milkshake,baskin-robbins,720,1440,1080.0
199,Peanut Butter 'n Chocolate Milkshake,baskin-robbins,790,1590,1190.0
200,Sprite Freeze (with Orange Sherbet),baskin-robbins,380,760,570.0
201,Strawberry Banana Smoothie,baskin-robbins,350,710,530.0
202,Sundae Shake,baskin-robbins,780,780,780.0
203,Tropical Banana Smoothie,baskin-robbins,370,780,575.0
204,Turtle Cappuccino Blast,baskin-robbins,540,1010,775.0
205,Vanilla Milkshake,baskin-robbins,680,1370,1025.0
206,Very Berry Strawberry Milkshake,baskin-robbins,610,1210,910.0
207,World Class Chocolate Milkshake,baskin-robbins,710,1420,1065.0
208,Cake Cone,baskin-robbins,25,25,25.0
209,Sprinkle Cone,baskin-robbins,310,310,310.0
210,Sugar Cone,baskin-robbins,45,45,45.0
211,Waffle Cone,baskin-robbins,160,160,160.0
212,Brownie,baskin-robbins,240,240,240.0
213,Dark Chocolate Chunk Cookie,baskin-robbins,170,170,170.0
214,Double Fudge Cookie,baskin-robbins,160,160,160.0
215,Peanut Butter Chocolate Cookie,baskin-robbins,170,170,170.0
216,White Chunk Macadamia Cookie,baskin-robbins,180,180,180.0
217,Brownie a la Mode,baskin-robbins,260,260,260.0
218,Cake Bites – Chocolate Dipped Strawberry,baskin-robbins,290,290,290.0
219,Cake Bites – Love Potion #31®,baskin-robbins,300,300,300.0
220,Cake Bites - Chocolate Mint,baskin-robbins,330,330,330.0
221,Cake Bites - Double Chocolate,baskin-robbins,310,310,310.0
222,Cake Bites - Praline Caramel,baskin-robbins,360,360,360.0
223,Cake Bites - Vanilla Blondie,baskin-robbins,350,350,350.0
224,Chocolate Dipped Strawberry 1/8 cake,baskin-robbins,260,260,260.0
225,Chocolate Mint 1/8 cake,baskin-robbins,290,290,290.0
226,Double Chocolate Chip 1/16 cake,baskin-robbins,360,360,360.0
227,Double Chocolate OREO® 1/8 cake,baskin-robbins,300,300,300.0
228,Mini Cone - Chocolate Chip Ice Cream,baskin-robbins,60,60,60.0
229,Mini Cone - Gold Medal Ribbon Ice Cream,baskin-robbins,60,60,60.0
230,Mini Cone - Rainbow Sherbet,baskin-robbins,40,40,40.0
231,Mini Cone - Vanilla Ice Cream,baskin-robbins,60,60,60.0
232,Mini Cone - Very Berry Strawberry Ice Cream,baskin-robbins,50,50,50.0
233,OREO® Cookie 1/16 cake,baskin-robbins,330,330,330.0
234,Soft Serve Cookie Sandwich 1 Sandwich,baskin-robbins,190,190,190.0
235,Soft Serve Cookie Sandwich with Sprinkles,baskin-robbins,330,330,330.0
236,Strawberry 'n Cream Ice Cream Cake 1/8 cake,baskin-robbins,220,220,220.0
237,Banana Royale Sundae,baskin-robbins,690,690,690.0
238,Banana Split,baskin-robbins,960,960,960.0
239,Chocolate Chip Cookie Dough Sundae,baskin-robbins,1100,1100,1100.0
240,Fright Night Scoop,baskin-robbins,360,360,360.0
241,Oreo Layered Sundae,baskin-robbins,930,930,930.0
242,Reese's Peanut Butter Cup Sundae,baskin-robbins,1250,1250,1250.0
243,Snickers Sundae,baskin-robbins,1110,1110,1110.0
244,Two-Scoop Sundae,baskin-robbins,570,570,570.0
245,Vegan Chocolate Chip Cookie Dough Ice Cream,baskin-robbins,170,270,220.0
246,Vegan Chocolate Extreme Ice Cream,baskin-robbins,160,260,210.0
247,Blimpie Best,blimpie,470,920,695.0
248,Blimpie Burger,blimpie,460,460,460.0
249,Blimpie Dog,blimpie,510,510,510.0
250,BLT,blimpie,510,1020,765.0
251,Buffalo Chicken Panini,blimpie,510,510,510.0
252,Chicken Cheddar Bacon Ranch,blimpie,590,1180,885.0
253,Chicken Salad Sandwich,blimpie,430,860,645.0
254,Chicken Teriyaki,blimpie,450,900,675.0
255,"Ciabatta, Roast Beef, Turkey & Cheddar",blimpie,520,520,520.0
256,"Ciabatta, French Dip",blimpie,430,430,430.0
257,"Ciabatta, Mediterranean",blimpie,450,450,450.0
258,"Ciabatta, Sicilian",blimpie,520,520,520.0
259,"Ciabatta, Ultimate Club",blimpie,580,580,580.0
260,Club,blimpie,410,870,640.0
261,French Dip,blimpie,430,850,640.0
262,Ham & Swiss,blimpie,410,820,615.0
263,"Ham, Salami & Provolone",blimpie,460,930,695.0
264,Hoboken Hero,blimpie,550,1100,825.0
265,Hot Pastrami,blimpie,430,860,645.0
266,Meatball,blimpie,560,1120,840.0
267,Philly Steak & Onion,blimpie,590,1190,890.0
268,"Pretzel, Turkey Bacon",blimpie,560,560,560.0
269,Reuben,blimpie,530,1060,795.0
270,Roast Beef & Provolone,blimpie,430,860,645.0
271,The Blimp,blimpie,820,1610,1215.0
272,Tuna,blimpie,460,920,690.0
273,Turkey & Provolone,blimpie,410,820,615.0
274,Turkey and Avocado,blimpie,360,720,540.0
275,Turkey and Cranberry,blimpie,350,700,525.0
276,Veggie & Cheese,blimpie,460,920,690.0
277,"Veggie & Provolone Rg, no sauce",blimpie,330,330,330.0
278,VegiMax,blimpie,520,1040,780.0
279,"Wrap, Buffalo Chicken Pepperjack",blimpie,680,680,680.0
280,"Wrap, Chicken Caesar",blimpie,590,590,590.0
281,"Wrap, Southwestern",blimpie,500,500,500.0
282,Bagel,blimpie,290,290,290.0
283,"Bagel, Cream Cheese",blimpie,390,390,390.0
284,Biscuit with Sausage Gravy,blimpie,460,460,460.0
285,"Biscuit, Bacon Egg & Cheese",blimpie,440,440,440.0
286,"Biscuit, Egg & Cheese",blimpie,380,380,380.0
287,"Biscuit, Ham Egg & Cheese",blimpie,420,420,420.0
288,"Biscuit, Sausage Egg & Cheese",blimpie,530,530,530.0
289,"Bluffin, Bacon Egg & Cheese",blimpie,320,320,320.0
290,"Bluffin, Egg & Cheese",blimpie,240,240,240.0
291,"Bluffin, Ham Egg & Cheese",blimpie,280,280,280.0
292,"Bluffin, Plain",blimpie,130,130,130.0
293,"Bluffin, Sausage Egg & Cheese",blimpie,390,390,390.0
294,"Burrito, Bacon Egg & Cheese",blimpie,660,660,660.0
295,"Burrito, Egg & Cheese",blimpie,510,510,510.0
296,"Burrito, Ham Egg & Cheese",blimpie,580,580,580.0
297,"Burrito, Sausage Egg & Cheese",blimpie,800,800,800.0
298,"Grilled Breakfast Sandwich, Bacon",blimpie,480,480,480.0
299,"Grilled Breakfast Sandwich, Ham",blimpie,480,480,480.0
300,"Grilled Breakfast Sandwich, Sausage",blimpie,710,710,710.0
301,Blimpie Special Sauce,blimpie,40,40,40.0
302,Blue Cheese,blimpie,230,230,230.0
303,Buttermilk Ranch,blimpie,150,150,150.0
304,Creamy Caesar,blimpie,210,210,210.0
305,Creamy Italian,blimpie,180,180,180.0
306,Dijon Honey Mustard,blimpie,180,180,180.0
307,Fat-Free Italian,blimpie,25,25,25.0
308,Light Buttermilk Ranch,blimpie,70,70,70.0
309,Light Italian,blimpie,20,20,20.0
310,Mayonnaise,blimpie,100,100,100.0
311,"Mustard, Honey",blimpie,20,20,20.0
312,"Mustard, Spicy Brown",blimpie,15,15,15.0
313,"Mustard, Yellow Deli Style",blimpie,15,15,15.0
314,"Oil, Blend",blimpie,60,60,60.0
315,Peppercorn,blimpie,120,120,120.0
316,Red Wine Vinegar,blimpie,5,5,5.0
317,"Sauce, Red Hot Original",blimpie,10,10,10.0
318,Thousand Island,blimpie,210,210,210.0
319,"3"" Ham and Cheese",blimpie,240,240,240.0
320,"3"" Tuna",blimpie,260,260,260.0
321,"3"" Turkey and Cheese",blimpie,210,210,210.0
322,Antipasto Salad,blimpie,250,250,250.0
323,Buffalo Chicken Salad,blimpie,220,220,220.0
324,Chicken Caesar,blimpie,190,190,190.0
325,Garden,blimpie,30,30,30.0
326,Ultimate Club,blimpie,270,270,270.0
327,Baked BBQ Chips,blimpie,130,130,130.0
328,Brownie,blimpie,230,230,230.0
329,Cheddar Sour Cream Chips,blimpie,240,240,240.0
330,Cheetos Crunchy,blimpie,160,160,160.0
331,Chocolate Chunk Cookie,blimpie,180,180,180.0
332,"Cole Slaw Salad, side",blimpie,160,160,160.0
333,Doritos Cooler Ranch,blimpie,240,240,240.0
334,Doritos Nacho Cheese,blimpie,240,240,240.0
335,Fritos,blimpie,320,320,320.0
336,"Macaroni Salad, side",blimpie,330,330,330.0
337,Nachos,blimpie,540,540,540.0
338,Oatmeal Raisin Cookie,blimpie,160,160,160.0
339,Peanut Butter Cookie,blimpie,200,200,200.0
340,Popcorn,blimpie,590,1180,885.0
341,"Potato Salad, side",blimpie,230,230,230.0
342,Pretzels Classic Thin Style,blimpie,220,220,220.0
343,"Side, Cheese Sauce",blimpie,80,80,80.0
344,"Side, Chili",blimpie,70,70,70.0
345,Soft Pretzel,blimpie,450,510,480.0
346,Sugar Cookie,blimpie,320,320,320.0
347,SunChips Multigrain Harvest Cheddar,blimpie,210,210,210.0
348,SunChips Multigrain Original,blimpie,210,210,210.0
349,White Chocolate Macadamia Nut Cookie,blimpie,190,190,190.0
350,Chicken Noodle,blimpie,130,130,130.0
351,Chicken with White & Wild Rice,blimpie,250,250,250.0
352,Cream of Broccoli with Cheese,blimpie,250,250,250.0
353,Cream of Potato,blimpie,190,190,190.0
354,Grande Chili with Bean & Beef,blimpie,250,250,250.0
355,New England Clam Chowder,blimpie,170,170,170.0
356,Tomato Basil with Raviolini,blimpie,110,110,110.0
357,Vegetable Beef,blimpie,80,80,80.0
358,Meatloaf,boston-market,470,710,590.0
359,Rotisserie Brisket,boston-market,430,430,430.0
360,Rotisserie Chicken - 1 Thigh & 1 Drumstick,boston-market,230,230,230.0
361,Rotisserie Chicken - Quarter White,boston-market,270,270,270.0
362,"Rotisserie Chicken - Quarter White, No Skin",boston-market,210,210,210.0
363,Rotisserie Chicken - Three Piece Dark,boston-market,300,300,300.0
364,Rotisserie Chicken - Three Piece Dark (2 Thighs & Drumstick),boston-market,390,390,390.0
365,Rotisserie Chicken and BBQ Ribs,boston-market,700,700,700.0
366,Rotisserie Chicken Pot Pie,boston-market,750,750,750.0
367,Rotisserie Half Chicken,boston-market,500,500,500.0
368,Rotisserie Prime Rib,boston-market,690,690,690.0
369,Rotisserie Turkey Pot Pie,boston-market,710,710,710.0
370,St. Louis Style BBQ Ribs,boston-market,430,860,645.0
371,Turkey Breast,boston-market,160,230,195.0
372,Apple Pie - Slice,boston-market,430,430,430.0
373,Carrot Cake,boston-market,730,730,730.0
374,Chocolate Brownie - Single,boston-market,470,470,470.0
375,Chocolate Cake - Slice,boston-market,580,580,580.0
376,Chocolate Chunk Cookie,boston-market,370,370,370.0
377,Pecan Pie - Slice,boston-market,640,640,640.0
378,Pumpkin Pie - Slice,boston-market,430,430,430.0
379,Caesar Side Salad,boston-market,90,340,215.0
380,Chocolate Chunk Cookie,boston-market,370,370,370.0
381,Cinnamon Apple Cobbler,boston-market,540,540,540.0
382,Cornbread,boston-market,160,160,160.0
383,Creamed Spinach,boston-market,260,260,260.0
384,Fresh Steamed Vegetables,boston-market,80,80,80.0
385,Garlic Dill New Potatoes,boston-market,100,100,100.0
386,Green Beans,boston-market,90,90,90.0
387,Macaroni and Cheese,boston-market,280,280,280.0
388,Mashed Potatoes,boston-market,240,240,240.0
389,Squash Casserole,boston-market,260,260,260.0
390,Sweet Corn,boston-market,120,120,120.0
391,Sweet Potato Casserole,boston-market,480,480,480.0
392,Boneless Holiday Ham,boston-market,280,360,320.0
393,Boneless Holiday Turkey Breast,boston-market,180,180,180.0
394,Holiday Turkey,boston-market,200,280,240.0
395,Spiral Sliced Ham,boston-market,260,260,260.0
396,"Chicken Noodle Soup, Kid's Side",boston-market,50,50,50.0
397,"Corn, Kid's Side",boston-market,60,60,60.0
398,"Creamed Spinach, Kid's Side",boston-market,140,140,140.0
399,Dark Chicken (Kids) - 1 Thigh & 1 Drumstick,boston-market,310,310,310.0
400,"Garlic Dill New Potatoes, Kid's Side",boston-market,60,60,60.0
401,"Green Beans, Kid's Side",boston-market,45,45,45.0
402,Kids White Chicken,boston-market,310,310,310.0
403,"Macaroni and Cheese, Kid's Side",boston-market,170,170,170.0
404,"Mashed Potatoes, Kid's Side",boston-market,140,140,140.0
405,Meatloaf,boston-market,240,240,240.0
406,"Steamed Vegetables, Kid's Side",boston-market,40,40,40.0
407,"Sweet Potato Casserole, Kid's Side",boston-market,250,250,250.0
408,Turkey,boston-market,90,90,90.0
409,Caesar Salad,boston-market,340,670,505.0
410,Chicken Noodle Soup,boston-market,230,230,230.0
411,Chicken Tortilla Soup,boston-market,270,430,350.0
412,Mediterranean Salad,boston-market,320,650,485.0
413,Southwest Santa Fe Salad,boston-market,380,760,570.0
414,Chicken Avocado Club,boston-market,560,1110,835.0
415,Chicken Salad Carver Sandwich,boston-market,430,870,650.0
416,Roasted Turkey Carver Sandwich,boston-market,480,970,725.0
417,Rotisserie Chicken Carver Sandwich,boston-market,490,980,735.0
418,Southwest Chicken Carver Sandwich,boston-market,560,1110,835.0
419,Vegetarian Sandwich,boston-market,950,950,950.0
420,Beef Gravy,boston-market,10,10,10.0
421,Poultry Gravy,boston-market,10,10,10.0
422,Zesty Barbecue (mild),boston-market,40,40,40.0
423,All-Star Sampler,buffalo-wild-wings,2170,2450,2310.0
424,Beer-Battered Onion Rings,buffalo-wild-wings,1740,1740,1740.0
425,Big Twist Pretzel,buffalo-wild-wings,1150,1150,1150.0
426,Buffalo Chips,buffalo-wild-wings,580,580,580.0
427,Cheddar Cheese Curds,buffalo-wild-wings,1680,1680,1680.0
428,Chicken Quesadilla,buffalo-wild-wings,1050,1050,1050.0
429,Chili Queso Dip with Tortilla Chips,buffalo-wild-wings,1220,1220,1220.0
430,Chips & Salsa,buffalo-wild-wings,850,850,850.0
431,Crispy Jumbo Shrimp,buffalo-wild-wings,500,500,500.0
432,French Fries,buffalo-wild-wings,660,660,660.0
433,Fried Pickles,buffalo-wild-wings,900,900,900.0
434,House Sampler,buffalo-wild-wings,2480,2480,2480.0
435,Mini Corn Dogs,buffalo-wild-wings,780,780,780.0
436,Mozzarella Sticks,buffalo-wild-wings,650,650,650.0
437,Potato Wedges,buffalo-wild-wings,750,750,750.0
438,Roasted Garlic Mushrooms,buffalo-wild-wings,690,690,690.0
439,Spinach Artichoke Dip,buffalo-wild-wings,1150,1150,1150.0
440,Street Tacos,buffalo-wild-wings,560,560,560.0
441,Ultimate Nachos,buffalo-wild-wings,1290,1290,1290.0
442,Asian Zing Boneless Wings,buffalo-wild-wings,780,2320,1550.0
443,Blazin' Boneless Wings,buffalo-wild-wings,760,2240,1500.0
444,Bourbon Honey Mustard Boneless Wings,buffalo-wild-wings,770,2290,1530.0
445,Buffalo Boneless Wings,buffalo-wild-wings,665,2000,1332.5
446,Caribbean Jerk Boneless Wings,buffalo-wild-wings,760,2250,1505.0
447,Chipotle BBQ Boneless Wings,buffalo-wild-wings,685,2000,1342.5
448,Desert Heat Boneless Wings,buffalo-wild-wings,665,2000,1332.5
449,Honey BBQ Boneless Wings,buffalo-wild-wings,760,2270,1515.0
450,Hot BBQ Boneless Wings,buffalo-wild-wings,710,2130,1420.0
451,Hot Boneless Wings,buffalo-wild-wings,730,2180,1455.0
452,Lemon Pepper Boneless Wings,buffalo-wild-wings,665,2000,1332.5
453,Mango Habanero Boneless Wings,buffalo-wild-wings,780,2310,1545.0
454,Medium Boneless Wings,buffalo-wild-wings,710,2130,1420.0
455,Mild Boneless Wings,buffalo-wild-wings,740,2200,1470.0
456,Parmesan Garlic Boneless Wings,buffalo-wild-wings,850,2490,1670.0
457,Salt & Vinegar Boneless Wings,buffalo-wild-wings,665,1995,1330.0
458,Spicy Garlic Boneless Wings,buffalo-wild-wings,730,2180,1455.0
459,Sweet BBQ Boneless Wings,buffalo-wild-wings,730,2170,1450.0
460,Teriyaki Boneless Wings,buffalo-wild-wings,750,2240,1495.0
461,Thai Curry Boneless Wings,buffalo-wild-wings,870,2560,1715.0
462,Wild Boneless Wings,buffalo-wild-wings,730,2190,1460.0
463,Bayou Po’ Boy,buffalo-wild-wings,1000,1030,1015.0
