food_id,food_name,restaurant,min_value,max_value,mean_value
984,Chocolate Shake,culvers,630,1080,855.0
985,Mint Chip Shake,culvers,650,1125,887.5
986,Mint Shake,culvers,640,1110,875.0
987,Pumpkin Spice Shake,culvers,570,1180,875.0
988,Raspberry Malt,culvers,600,1020,810.0
989,Raspberry Shake,culvers,580,930,755.0
990,Root Beer Float,culvers,400,530,465.0
991,Strawberry Malt,culvers,600,1040,820.0
992,Strawberry Shake,culvers,590,950,770.0
993,Vanilla Malt,culvers,600,1280,940.0
994,Vanilla Shake,culvers,580,1190,885.0
995,Chunky Bleu Cheese Dressing,culvers,310,310,310.0
996,French Dressing,culvers,190,190,190.0
997,Mango Vinaigrette Dressing,culvers,87,87,87.0
998,Ranch Dressing,culvers,230,230,230.0
999,Raspberry Vinaigrette Dressing,culvers,45,45,45.0
1000,Sesame Ginger Dressing,culvers,70,70,70.0
1001,Thousand Island Dressing,culvers,220,220,220.0
1002,Chicken Cashew Salad with Grilled Chicken,culvers,450,450,450.0
1003,Cranberry Bacon Bleu Salad with Grilled Chicken,culvers,360,360,360.0
1004,Garden Fresco Salad,culvers,190,190,190.0
1005,Garden Fresco Salad with Grilled Chicken,culvers,350,350,350.0
1006,Side Salad,culvers,50,50,50.0
1007,Beef Pot Roast Sandwich,culvers,410,410,410.0
1008,Buffalo Chicken Tenders,culvers,460,460,460.0
1009,Butterfly Jumbo Shrimp,culvers,380,600,490.0
1010,Chicken Tenders,culvers,540,540,540.0
1011,Crispy Chicken Sandwich,culvers,460,460,460.0
1012,Grilled Chicken Sandwich,culvers,390,390,390.0
1013,Grilled Reuben Melt,culvers,660,660,660.0
1014,North Atlantic Cod Filet Sandwich,culvers,663,663,663.0
1015,Northwoods Walleye Sandwich,culvers,620,620,620.0
1016,Pork Tenderloin Sandwich,culvers,630,630,630.0
1017,Spicy Crispy Chicken Sandwich,culvers,490,490,490.0
1018,Applesauce,culvers,50,50,50.0
1019,Buffalo Chicken Tenders,culvers,230,230,230.0
1020,ButterBurger Kids Single,culvers,390,390,390.0
1021,"ButterBurger, Cheese Kids",culvers,460,460,460.0
1022,"Chicken Tenders, Breaded, 2 Pieces",culvers,270,270,270.0
1023,Corn Dog,culvers,240,240,240.0
1024,Crinkle Cut Fries,culvers,275,275,275.0
1025,Grilled Cheese on Sourdough,culvers,360,360,360.0
1026,Chili Cheddar Fries,culvers,690,690,690.0
1027,Coleslaw,culvers,200,600,400.0
1028,Crinkle Cut Fries,culvers,240,460,350.0
1029,Dinner Roll,culvers,110,110,110.0
1030,Mashed Potatoes,culvers,120,120,120.0
1031,Mashed Potatoes & Gravy,culvers,130,400,265.0
1032,Onion Rings,culvers,400,800,600.0
1033,Steamed Broccoli,culvers,40,40,40.0
1034,Sweet Potato Fries,culvers,260,510,385.0
1035,Wisconsin Cheddar Cheese Sauce,culvers,130,130,130.0
1036,Wisconsin Cheese Curds,culvers,510,1020,765.0
1037,Boston Clam Chowder,culvers,260,260,260.0
1038,Broccoli Cheese Soup,culvers,220,220,220.0
1039,Chicken Noodle Soup,culvers,100,100,100.0
1040,George's Chili,culvers,300,300,300.0
1041,George's Chili Supreme,culvers,390,390,390.0
1042,Potato with Bacon Soup,culvers,240,240,240.0
1043,Stuffed Green Pepper Soup,culvers,140,140,140.0
1044,Tomato Florentine Soup,culvers,110,110,110.0
1045,Vegetable Beef Soup,culvers,160,160,160.0
1046,Wild and Brown Rice with Chicken,culvers,452,452,452.0
1047,Banana Split,culvers,1090,1380,1235.0
1048,Caramel Cashew Sundae,culvers,586,1150,868.0
1049,Fudge Pecan Sundae,culvers,640,1190,915.0
1050,Turtle Sundae,culvers,640,1190,915.0
1051,Almond,culvers,84,84,84.0
1052,Andes Creme De Menthe Thins,culvers,151,151,151.0
1053,Banana,culvers,55,55,55.0
1054,Blackberry,culvers,14,14,14.0
1055,Blueberry,culvers,17,17,17.0
1056,Brownie Pieces,culvers,405,405,405.0
1057,Butterfinger,culvers,110,110,110.0
1058,Butterscotch,culvers,43,43,43.0
1059,Cashew,culvers,90,90,90.0
1060,Cheesecake Pieces,culvers,300,300,300.0
1061,"Cherry, Red",culvers,20,20,20.0
1062,Chocolate Chip Cookie Dough,culvers,120,120,120.0
1063,Chocolate Flake,culvers,142,142,142.0
1064,Creme De Menthe,culvers,45,45,45.0
1065,Culver's Chocolate Syrup,culvers,64,64,64.0
1066,Culver's Hot Caramel,culvers,44,44,44.0
1067,Culver's Hot Fudge,culvers,44,44,44.0
1068,Flat Pie Chips,culvers,144,144,144.0
1069,Heath® Toffee Chunks,culvers,155,155,155.0
1070,Kit Kat,culvers,138,138,138.0
1071,M&M Minis,culvers,140,140,140.0
1072,Mango Fruit Infusion,culvers,32,32,32.0
1073,Marshmallow Creme,culvers,39,39,39.0
1074,Nerds,culvers,95,95,95.0
1075,Nestle Crunch,culvers,140,140,140.0
1076,Novelty Coating,culvers,87,87,87.0
1077,Oreo® Cookie Crumbs,culvers,62,62,62.0
1078,Peach,culvers,15,15,15.0
1079,Peanut Butter,culvers,179,179,179.0
1080,"Peanuts, Dry Roast Seasoned",culvers,159,159,159.0
1081,Pecan Halves,culvers,100,100,100.0
1082,Raspberry,culvers,15,15,15.0
1083,Reese's Pieces® Minis,culvers,142,142,142.0
1084,Reese's® Peanut Butter Cups,culvers,150,150,150.0
1085,Salted Caramel Topping,culvers,42,42,42.0
1086,Snickers® Candy Bar Pieces,culvers,67,67,67.0
1087,"Sprinkles, Blue and White",culvers,140,140,140.0
1088,"Strawberry, Sliced",culvers,13,13,13.0
1089,Whipped Cream,culvers,12,12,12.0
1090,Banana Split Blizzard,dairy-queen,290,780,535.0
1091,Brownie Batter Blizzard,dairy-queen,370,1150,760.0
1092,Brownie Cookie Dough Blizzard,dairy-queen,440,1500,970.0
1093,Butterfinger® Blizzard,dairy-queen,340,990,665.0
1094,Candy Cane Chill Blizzard,dairy-queen,370,1050,710.0
1095,Chocolate Chip Cookie Dough Blizzard,dairy-queen,420,1340,880.0
1096,Cookie Dough Blizzard,dairy-queen,420,1300,860.0
1097,Cotton Candy Blizzard,dairy-queen,390,1150,770.0
1098,Dipped Strawberry Blizzard with Ghirardelli Chocolate,dairy-queen,350,840,595.0
1099,Harvest Berry Pie Blizzard,dairy-queen,380,1180,780.0
1100,Heath Caramel Brownie Blizzard,dairy-queen,370,1220,795.0
1101,Heath® Blizzard,dairy-queen,360,1260,810.0
1102,M&M's® Chocolate Candy Blizzard,dairy-queen,370,1140,755.0
1103,Oreo Hot Cocoa Blizzard,dairy-queen,460,1380,920.0
1104,Oreo® Cookies Blizzard,dairy-queen,350,980,665.0
1105,Peanut Butter Cookie Dough Smash Blizzard,dairy-queen,440,1510,975.0
1106,Peppermint Hot Cocoa Blizzard,dairy-queen,440,1320,880.0
1107,Pumpkin Pie Blizzard,dairy-queen,360,950,655.0
1108,Reese's Chocolate Lovers Blizzard,dairy-queen,390,1200,795.0
1109,Reese's Peanut Butter Lovers Blizzard,dairy-queen,390,1310,850.0
1110,Reese's® Peanut Butter Cups® Blizzard,dairy-queen,360,1040,700.0
1111,Salted Caramel Truffle Blizzard,dairy-queen,450,1410,930.0
1112,Snickerdoodle Cookie Dough Blizzard,dairy-queen,400,1280,840.0
1113,Snickers Peanut Butter Pie Blizzard,dairy-queen,450,1580,1015.0
1114,Snickers® Blizzard,dairy-queen,370,1140,755.0
1115,Strawberry CheeseQuake® Blizzard,dairy-queen,330,930,630.0
1116,Summer Berry Cheesecake Blizzard,dairy-queen,320,930,625.0
1117,Turtle Pecan Cluster Blizzard,dairy-queen,430,1470,950.0
1118,1/2 lb. FlameThrower® GrillBurger,dairy-queen,1000,1000,1000.0
1119,1/2 lb. GrillBurger with Cheese,dairy-queen,800,800,800.0
1120,1/4 lb. Bacon Cheese GrillBurger,dairy-queen,630,630,630.0
1121,1/4 lb. GrillBurger with Cheese,dairy-queen,540,540,540.0
1122,1/4 lb. Mushroom Swiss GrillBurger,dairy-queen,570,570,570.0
1123,Original Cheeseburger,dairy-queen,400,400,400.0
1124,Original Double Cheeseburger,dairy-queen,630,630,630.0
1125,"Arctic Rush Float, All Flavors",dairy-queen,330,550,440.0
1126,"Arctic Rush Freeze, All Flavors",dairy-queen,380,610,495.0
1127,"Arctic Rush, All Flavors",dairy-queen,210,350,280.0
1128,Chicken & Waffles Basket,dairy-queen,1230,1620,1425.0
1129,Chicken Strip Basket w/ Country Gravy,dairy-queen,1030,1260,1145.0
1130,Honey BBQ Sauced & Tossed Chicken Strip Basket,dairy-queen,1060,1360,1210.0
1131,Shrimp Basket,dairy-queen,710,710,710.0
1132,Sweet & Tangy Sesame Sauced & Tossed Chicken Strip Basket,dairy-queen,1070,1370,1220.0
1133,Antioxidant Boost,dairy-queen,20,20,20.0
1134,Banana,dairy-queen,25,50,37.5
1135,Energy Boost,dairy-queen,20,20,20.0
1136,Protein,dairy-queen,50,50,50.0
1137,Vitamin C Boost,dairy-queen,20,20,20.0
1138,Bacon (2 pieces),dairy-queen,50,50,50.0
1139,Bacon Biscuit Sandwich,dairy-queen,380,380,380.0
1140,Biscuits & Gravy,dairy-queen,730,730,730.0
1141,Chicken Biscuit Sandwich,dairy-queen,430,430,430.0
1142,Cinnamon Roll,dairy-queen,430,430,430.0
1143,Country Platter,dairy-queen,760,1150,955.0
1144,Ham,dairy-queen,30,30,30.0
1145,Ham Biscuit Sandwich,dairy-queen,360,360,360.0
1146,Hashbrowns,dairy-queen,190,190,190.0
1147,Pancake Platter,dairy-queen,260,730,495.0
1148,Sausage,dairy-queen,90,90,90.0
1149,Sausage Biscuit Sandwich,dairy-queen,440,440,440.0
1150,Sausage Biscuit Twin Pack,dairy-queen,600,600,600.0
1151,Ultimate Breakfast Burrito - Bacon,dairy-queen,620,620,620.0
1152,Ultimate Breakfast Burrito - Ham,dairy-queen,560,560,560.0
1153,Ultimate Breakfast Burrito - Sausage,dairy-queen,620,620,620.0
1154,Ultimate Hashbrown Platter,dairy-queen,640,1030,835.0
1155,BBQ Dipping Sauce,dairy-queen,80,80,80.0
1156,Country Gravy,dairy-queen,90,90,90.0
1157,Fat-Free Italian Dressing,dairy-queen,15,15,15.0
1158,Fat-Free Ranch Dressing,dairy-queen,35,35,35.0
1159,Fat-Free Red French Dressing,dairy-queen,40,40,40.0
1160,Fat-Free Thousand Island Dressing,dairy-queen,60,60,60.0
1161,Honey Mustard Dipping Sauce,dairy-queen,250,250,250.0
1162,Ranch Dipping Sauce,dairy-queen,320,320,320.0
1163,Sweet and Sour Dipping Sauce,dairy-queen,90,90,90.0
1164,Wild Buffalo Dipping Sauce,dairy-queen,110,110,110.0
1165,Bacon Cheese Dog,dairy-queen,420,420,420.0
1166,Cheese Dog,dairy-queen,390,390,390.0
1167,Chili Cheese Dog,dairy-queen,380,380,380.0
1168,Chili Dog,dairy-queen,330,330,330.0
1169,Hot Dog,dairy-queen,290,290,290.0
1170,Relish Dog,dairy-queen,350,350,350.0
1171,Chocolate Cone,dairy-queen,180,490,335.0
1172,Chocolate Dipped Cone,dairy-queen,220,660,440.0
1173,Vanilla Cone,dairy-queen,170,470,320.0
1174,Caramel Sundae,dairy-queen,300,610,455.0
1175,Chocolate Sundae,dairy-queen,280,570,425.0
1176,Hot Fudge Sundae,dairy-queen,300,610,455.0
1177,Peanut Butter Sundae,dairy-queen,390,790,590.0
1178,Pineapple Sundae,dairy-queen,230,480,355.0
1179,Strawberry Sundae,dairy-queen,260,480,370.0
1180,Berry Pomegranate,dairy-queen,260,530,395.0
1181,Mango Pineapple,dairy-queen,250,490,370.0
1182,Orange,dairy-queen,210,430,320.0
1183,OrangeBerry,dairy-queen,240,490,365.0
1184,Piña Colada,dairy-queen,380,760,570.0
1185,Strawberry,dairy-queen,230,460,345.0
1186,Strawberry Banana,dairy-queen,330,680,505.0
1187,Tripleberry®,dairy-queen,360,710,535.0
1188,Applesauce,dairy-queen,90,90,90.0
1189,Banana,dairy-queen,110,110,110.0
1190,Cheeseburger Kids',dairy-queen,400,400,400.0
1191,Chicken Strip Kids' (2),dairy-queen,220,220,220.0
1192,Fries,dairy-queen,190,190,190.0
1193,Grilled Cheese Kids',dairy-queen,320,320,320.0
1194,Grilled Chicken Wrap,dairy-queen,250,250,250.0
1195,Hot Dog Kids',dairy-queen,290,290,290.0
1196,Kids' Strawberry Banana Smoothie,dairy-queen,190,190,190.0
1197,Milk,dairy-queen,100,100,100.0
1198,Berry Pomegranate,dairy-queen,160,260,210.0
1199,Mango Pineapple,dairy-queen,170,260,215.0
1200,Orange,dairy-queen,140,230,185.0
1201,OrangeBerry,dairy-queen,170,270,220.0
1202,Piña Colada,dairy-queen,160,260,210.0
1203,Strawberry,dairy-queen,160,250,205.0
1204,Strawberry Banana,dairy-queen,160,240,200.0
1205,Tripleberry®,dairy-queen,160,270,215.0
1206,Cappuccino MooLatté,dairy-queen,450,710,580.0
1207,Caramel MooLatté,dairy-queen,520,690,605.0
1208,French Vanilla MooLatté,dairy-queen,500,780,640.0
1209,Mocha MooLatté,dairy-queen,500,820,660.0
1210,Apple Tart,dairy-queen,570,570,570.0
1211,Fudge Stuffed Cookie Dessert,dairy-queen,640,640,640.0
1212,Triple Chocolate Brownie Treat,dairy-queen,540,540,540.0
1213,Berry Pomegranate,dairy-queen,290,470,380.0
1214,Mango Pineapple,dairy-queen,250,420,335.0
1215,Orange,dairy-queen,250,460,355.0
1216,OrangeBerry,dairy-queen,250,420,335.0
1217,Piña Colada,dairy-queen,230,440,335.0
1218,Strawberry,dairy-queen,220,370,295.0
1219,Strawberry Banana,dairy-queen,250,430,340.0
1220,Tripleberry®,dairy-queen,290,480,385.0
1221,Barbecue Pork Sandwich,dairy-queen,310,310,310.0
1222,Breaded Mushrooms,dairy-queen,250,250,250.0
1223,Cheese Curds,dairy-queen,550,1050,800.0
1224,Chili Cheese Mega Dog,dairy-queen,760,760,760.0
1225,Corn Dog,dairy-queen,260,260,260.0
1226,Deluxe Cheeseburger,dairy-queen,400,400,400.0
1227,Deluxe Double Cheeseburger,dairy-queen,640,640,640.0
1228,Deluxe Double Hamburger,dairy-queen,540,540,540.0
1229,Deluxe Hamburger,dairy-queen,350,350,350.0
1230,DQ Ultimate® Burger,dairy-queen,780,780,780.0
1231,Pork Tenderloin Sandwich,dairy-queen,580,580,580.0
1232,Steak Finger Basket,dairy-queen,910,910,910.0
1233,Banana Split,dairy-queen,520,520,520.0
1234,Peanut Buster® Parfait,dairy-queen,710,710,710.0
1235,3 chicken strips,dairy-queen,350,350,350.0
1236,Alaskan Cod Sandwich,dairy-queen,410,410,410.0
1237,Chicken Bacon Ranch Sandwich,dairy-queen,500,500,500.0
1238,Chicken Mozzarella Sandwich,dairy-queen,640,640,640.0
1239,Crispy Chicken BLT Salad,dairy-queen,520,520,520.0
1240,Crispy Chicken Garden Greens Salad,dairy-queen,280,280,280.0
1241,Crispy Chicken Sandwich,dairy-queen,600,600,600.0
1242,Crispy Chicken Wrap,dairy-queen,350,350,350.0
1243,Grilled Chicken BLT Salad,dairy-queen,380,380,380.0
1244,Grilled Chicken Garden Greens Salad,dairy-queen,150,150,150.0
1245,Grilled Chicken Sandwich,dairy-queen,360,360,360.0
1246,Grilled Chicken Wrap,dairy-queen,280,280,280.0
1247,Side Salad,dairy-queen,20,20,20.0
1248,Turkey BLT Sandwich,dairy-queen,550,550,550.0
1249,Banana Malt,dairy-queen,540,860,700.0
1250,Banana Shake,dairy-queen,480,750,615.0
1251,Caramel Malt,dairy-queen,610,1080,845.0
1252,Caramel Shake,dairy-queen,560,960,760.0
1253,Chocolate Malt,dairy-queen,590,1020,805.0
1254,Chocolate Shake,dairy-queen,540,900,720.0
1255,Cinnamon Roll Shake,dairy-queen,700,1130,915.0
1256,Hot Fudge Malt,dairy-queen,620,1090,855.0
1257,Hot Fudge Shake,dairy-queen,560,970,765.0
1258,Peanut Butter Malt,dairy-queen,700,1350,1025.0
1259,Peanut Butter Shake,dairy-queen,640,1230,935.0
1260,Strawberry Malt,dairy-queen,550,880,715.0
1261,Strawberry Shake,dairy-queen,490,770,630.0
1262,Vanilla Malt,dairy-queen,580,950,765.0
1263,Vanilla Shake,dairy-queen,520,840,680.0
1264,Buffalo Chicken Snack Melt,dairy-queen,290,290,290.0
1265,Chicken Bacon BBQ Snack Melt,dairy-queen,280,280,280.0
1266,Chicken Quesadilla Snack Melt,dairy-queen,270,270,270.0
1267,Chili Cheese Fries,dairy-queen,1020,1020,1020.0
1268,Doritos Nacho Cheese Chips,dairy-queen,240,240,240.0
1269,French Fries,dairy-queen,310,500,405.0
1270,Lay's BBQ Potato Chips,dairy-queen,230,230,230.0
1271,Lay's Potato Chips,dairy-queen,240,240,240.0
1272,Onion Rings,dairy-queen,360,360,360.0
1273,Oven Baked Lay's Potato Crisps,dairy-queen,130,130,130.0
1274,Banana Slices,dairy-queen,25,25,25.0
1275,Brownie Pieces,dairy-queen,130,130,130.0
1276,Butterfinger Pieces,dairy-queen,110,110,110.0
1277,Caramel Topping,dairy-queen,90,90,90.0
1278,Cheesecake Pieces,dairy-queen,100,100,100.0
1279,Choco Chunks,dairy-queen,150,150,150.0
1280,Chocolate Chip Cookie Dough Pieces,dairy-queen,130,130,130.0
1281,Chocolate Topping,dairy-queen,70,70,70.0
1282,Cocoa Fudge,dairy-queen,140,140,140.0
1283,Coconut Flakes,dairy-queen,80,80,80.0
1284,Heath Pieces,dairy-queen,150,150,150.0
1285,Hot Fudge Topping,dairy-queen,90,90,90.0
1286,M&M's Chocolate Candies,dairy-queen,140,140,140.0
1287,Oreo Cookie Pieces,dairy-queen,140,140,140.0
1288,Peanut Butter Topping,dairy-queen,180,180,180.0
1289,Peanuts,dairy-queen,80,80,80.0
1290,Pecan Pieces,dairy-queen,100,100,100.0
1291,Reese's Peanut Butter Cups Pieces,dairy-queen,140,140,140.0
1292,Snickers Pieces,dairy-queen,130,130,130.0
1293,Strawberry Topping,dairy-queen,25,25,25.0
1294,Whipped Topping,dairy-queen,90,90,90.0
1295,Waffle Cone Blizzard,dairy-queen,110,240,175.0
1296,Waffle Cone w/ Soft Serve,dairy-queen,420,540,480.0
1297,Beer Battered Fish Taco,del-taco,230,230,230.0
1298,Beyond Meat Avocado Taco,del-taco,260,260,260.0
1299,Beyond Meat Taco,del-taco,300,300,300.0
1300,Flatbread Taco,del-taco,320,350,335.0
1301,Grilled Chicken Taco,del-taco,210,210,210.0
1302,Queso Crunch Taco,del-taco,400,400,400.0
1303,Street Taco,del-taco,170,180,175.0
1304,The Del Taco,del-taco,300,310,305.0
1305,The Turkey Del Taco,del-taco,270,280,275.0
1306,Value Taco,del-taco,130,150,140.0
1307,1/2 LB Bean & Cheese Burrito,del-taco,450,470,460.0
1308,8 Layer Veggie Burrito,del-taco,540,540,540.0
1309,Beef Burrito,del-taco,500,500,500.0
1310,Chicken Rollers,del-taco,250,280,265.0
1311,Combo Burrito,del-taco,510,540,525.0
1312,Epic Beyond Cali Burrito,del-taco,550,550,550.0
1313,Epic Burrito,del-taco,750,1040,895.0
1314,Grilled Chicken Burrito,del-taco,530,530,530.0
1315,"Jacked Up Value Bean, Rice & Cheese Burrito",del-taco,280,280,280.0
1316,Macho Combo Burrito,del-taco,950,950,950.0
1317,Queso Bean Burrito,del-taco,480,480,480.0
1318,Chicken Quesadilla,del-taco,550,550,550.0
1319,Chips & Queso Dip,del-taco,290,290,290.0
1320,Mini Quesadilla,del-taco,130,170,150.0
1321,Quesadilla,del-taco,460,460,460.0
1322,Queso Loaded Nachos,del-taco,960,1060,1010.0
1323,Chicken Bacon Avocado Salad,del-taco,590,590,590.0
1324,Mexican Chopped Chicken Salad,del-taco,510,510,510.0
1325,Signature Taco Salad,del-taco,550,550,550.0
1326,Breakfast Toasted Wrap,del-taco,370,440,405.0
1327,Caramel Cheesecake Bites,del-taco,460,910,685.0
1328,Chocolate Chip Cookie,del-taco,200,200,200.0
1329,Chocolate Shake,del-taco,250,870,560.0
1330,Cinnamon Churro,del-taco,180,180,180.0
1331,Donut Bites,del-taco,240,240,240.0
1332,Strawberry Shake,del-taco,240,800,520.0
1333,Vanilla Shake,del-taco,220,730,475.0
1334,BBQ Wings,dominos-pizza,240,240,240.0
1335,Boneless Chicken,dominos-pizza,170,170,170.0
1336,Classic Hot Buffalo Specialty Chicken,dominos-pizza,180,180,180.0
1337,Crispy Bacon & Tomato Specialty Chicken,dominos-pizza,250,250,250.0
1338,Fire Wings,dominos-pizza,200,200,200.0
1339,Hot Wings,dominos-pizza,200,200,200.0
1340,Mild Wings,dominos-pizza,200,200,200.0
1341,Plain Wings,dominos-pizza,190,190,190.0
1342,Red BBQ Wings,dominos-pizza,230,230,230.0
1343,Spicy Jalapeno & Pineapple Specialty Chicken,dominos-pizza,180,180,180.0
1344,Sweet BBQ Bacon Specialty Chicken,dominos-pizza,210,210,210.0
1345,Sweet Mango Habanero Wings,dominos-pizza,240,240,240.0
1346,Chocolate Lava Crunch Cake,dominos-pizza,350,350,350.0
1347,Cinnamon Bread Twists,dominos-pizza,250,250,250.0
1348,Dipped Chocolate Chunk Cookie,dominos-pizza,380,380,380.0
1349,Marbled Cookie Brownie,dominos-pizza,190,190,190.0
1350,Chicken Alfredo Pasta,dominos-pizza,620,690,655.0
1351,Chicken Carbonara Pasta,dominos-pizza,690,730,710.0
1352,Italian Sausage Marinara Pasta,dominos-pizza,690,730,710.0
1353,Pasta Primavera,dominos-pizza,550,660,605.0
1354,6 inch Deep Dish Pizza,dominos-pizza,598,598,598.0
1355,Lg Deep Dish Cheese Pizza,dominos-pizza,455,455,455.0
1356,Lg Hand Tossed Cheese Pizza,dominos-pizza,374,374,374.0
1357,Lg Thin Crust Pizza,dominos-pizza,273,273,273.0
1358,Balsamic Vinaigrette Dressing,dominos-pizza,120,120,120.0
1359,Caesar Dressing,dominos-pizza,230,230,230.0
1360,Chicken Apple Pecan Salad,dominos-pizza,190,190,190.0
1361,Chicken Caesar Salad,dominos-pizza,210,210,210.0
1362,Classic Garden Salad,dominos-pizza,200,200,200.0
1363,Italian Dressing,dominos-pizza,140,140,140.0
1364,Ranch Dressing,dominos-pizza,220,220,220.0
1365,Buffalo Chicken Sandwich,dominos-pizza,420,420,420.0
1366,Chicken Bacon Ranch Sandwich,dominos-pizza,440,440,440.0
1367,Chicken Parm Sandwich,dominos-pizza,380,380,380.0
1368,Italian Sandwich,dominos-pizza,410,410,410.0
1369,Mediterranean Veggie Sandwich,dominos-pizza,350,350,350.0
1370,Philly Cheese Steak,dominos-pizza,320,320,320.0
1371,Sweet & Spicy Chicken Habanero Sandwich,dominos-pizza,400,400,400.0
1372,Breadsticks (1),dominos-pizza,116,116,116.0
1373,Cheesy Bread (1),dominos-pizza,142,142,142.0
1374,Anchovies,dominos-pizza,9,9,9.0
1375,Bacon,dominos-pizza,54,54,54.0
1376,Banana Peppers,dominos-pizza,0,0,0.0
1377,Beef,dominos-pizza,63,63,63.0
1378,Chedder Cheese,dominos-pizza,45,45,45.0
1379,Extra Cheese,dominos-pizza,36,36,36.0
1380,Fresh Mushrooms,dominos-pizza,0,0,0.0
1381,Green Olives,dominos-pizza,18,18,18.0
1382,Green Peppers,dominos-pizza,2,2,2.0
1383,Ham,dominos-pizza,9,9,9.0
1384,Italian Sausage,dominos-pizza,54,54,54.0
1385,Onions,dominos-pizza,0,0,0.0
1386,Pepperoni,dominos-pizza,54,54,54.0
1387,Pinapple Tidbits,dominos-pizza,0,0,0.0
1388,Ripe Olives,dominos-pizza,18,18,18.0
1389,Cinnamon Raisin Bagel,dunkin-donuts,320,320,320.0
1390,Everything Bagel,dunkin-donuts,340,340,340.0
1391,Multigrain Bagel,dunkin-donuts,350,350,350.0
1392,Plain Bagel,dunkin-donuts,310,310,310.0
1393,Sesame Bagel,dunkin-donuts,350,350,350.0
1394,White Cheddar Bagel Twist,dunkin-donuts,390,390,390.0
1395,Apple Fritter,dunkin-donuts,420,420,420.0
1396,Biscuit,dunkin-donuts,320,320,320.0
1397,Coffee Cake,dunkin-donuts,190,230,210.0
1398,Danish,dunkin-donuts,400,420,410.0
1399,Donut Fries,dunkin-donuts,240,240,240.0
1400,English Muffin,dunkin-donuts,140,140,140.0
1401,Flatbread,dunkin-donuts,160,160,160.0
1402,French Roll,dunkin-donuts,260,260,260.0
1403,Muffin,dunkin-donuts,410,590,500.0
1404,Oatmeal Raisin Cookie,dunkin-donuts,220,220,220.0
1405,Plain Croissant,dunkin-donuts,340,340,340.0
1406,Protein Muffin,dunkin-donuts,480,480,480.0
1407,Snackin' Bacon,dunkin-donuts,190,190,190.0
1408,Triple Chocolate Cookie,dunkin-donuts,250,250,250.0
1409,Warm Chocolate Chip Cookie,dunkin-donuts,250,250,250.0
1410,All You Can Meat Breakfast Sandwich,dunkin-donuts,800,800,800.0
1411,All You Can Meat Wake-Up Wrap,dunkin-donuts,330,330,330.0
1412,Angus Steak and Egg Sandwich,dunkin-donuts,630,630,630.0
1413,Bacon Egg & Cheese Sandwich,dunkin-donuts,350,550,450.0
1414,"Bacon, Egg & Cheese Wake-Up Wrap",dunkin-donuts,210,210,210.0
1415,Beyond Sausage Sandwich,dunkin-donuts,480,480,480.0
1416,Beyond Sausage Wake Up Wrap,dunkin-donuts,250,250,250.0
1417,Big n Toasted,dunkin-donuts,690,690,690.0
1418,Chorizo Burrito Bowl,dunkin-donuts,350,350,350.0
1419,Egg & Cheese Wake-Up Wrap,dunkin-donuts,180,180,180.0
1420,Egg and Cheese Sandwich,dunkin-donuts,300,490,395.0
1421,Egg White Flatbread,dunkin-donuts,320,320,320.0
1422,Egg White Veggie Wake-Up Wrap,dunkin-donuts,190,190,190.0
1423,Fire Roasted Veggie Burrito Bowl,dunkin-donuts,250,250,250.0
1424,Ham Egg and Cheese Sandwich,dunkin-donuts,320,520,420.0
1425,"Ham, Egg & Cheese Wake-Up Wrap",dunkin-donuts,200,200,200.0
1426,Hash Browns,dunkin-donuts,140,140,140.0
1427,Holiday Spice Bacon Wake-Up Wrap,dunkin-donuts,240,240,240.0
1428,Holiday Spice Veggie Bacon Breakfast Sandwich,dunkin-donuts,650,650,650.0
1429,Maple Sugar Bacon Breakfast Sandwich,dunkin-donuts,640,640,640.0
1430,Maple Sugar Bacon Wake Up Wrap,dunkin-donuts,250,250,250.0
1431,Multigrain Brown Sugar Oatmeal with Dried Fruit Topping,dunkin-donuts,310,310,310.0
1432,Power Breakfast Sandwich,dunkin-donuts,370,370,370.0
1433,Sausage Egg and Cheese Sandwich,dunkin-donuts,500,700,600.0
1434,"Sausage, Egg & Cheese Wake-Up Wrap",dunkin-donuts,290,290,290.0
1435,Sweet Black Pepper Bacon Wake-Up Wrap,dunkin-donuts,250,250,250.0
1436,Turkey Sausage Wake-Up Wrap,dunkin-donuts,280,280,280.0
1437,Veggie Bacon and Veggie Sausage Croissant Sandwich,dunkin-donuts,620,620,620.0
1438,Veggie Bacon and Veggie Sausage Wake-Up Wrap,dunkin-donuts,240,240,240.0
1439,Apple Crumb Donut,dunkin-donuts,320,320,320.0
1440,Apple n Spice Donut,dunkin-donuts,260,260,260.0
1441,Apple Stick,dunkin-donuts,420,420,420.0
1442,Bavarian Creme Donut,dunkin-donuts,270,270,270.0
1443,Bismark,dunkin-donuts,490,490,490.0
1444,Boston Kreme Donut,dunkin-donuts,300,300,300.0
1445,Butternut Donut,dunkin-donuts,410,410,410.0
1446,Caramel Chocoholic Donut,dunkin-donuts,400,400,400.0
1447,Chocolate Butternut Donut,dunkin-donuts,410,410,410.0
1448,Chocolate Coconut Donut,dunkin-donuts,400,400,400.0
1449,Chocolate Creme Donut,dunkin-donuts,320,320,320.0
1450,Chocolate Dipped French Cruller,dunkin-donuts,310,310,310.0
